fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,goals_assists,goals_total,penalty_won,penalty_commited,offsides
208992,SC Freiburg,160,26260,Luca Waldschmidt,https://media.api-sports.io/football/players/26260.png,30,11,F,6.5,False,False,1,0,0.0,,3,0,75%,0.0,0,0,0,2.0,0,0,0,0,0,0,,1.0,,,,,
208992,SC Freiburg,160,26243,Nico Schlotterbeck,https://media.api-sports.io/football/players/26243.png,23,4,D,6.8,False,True,0,0,0.0,,4,0,66%,1.0,0,0,0,,0,1,0,0,0,0,,1.0,,,,,
208992,SC Freiburg,160,26248,Vincenzo Grifo,https://media.api-sports.io/football/players/26248.png,56,32,M,6.5,False,True,2,0,0.0,,9,2,64%,0.0,0,0,0,1.0,0,1,1,0,0,0,,,1.0,,,,
208992,SC Freiburg,160,26258,Nils Petersen,https://media.api-sports.io/football/players/26258.png,60,18,F,6.9,False,True,3,2,0.0,,8,0,57%,0.0,1,2,0,,0,0,0,0,0,0,,,,1.0,,,
208992,RB Leipzig,173,1139,Péter Gulácsi,https://media.api-sports.io/football/players/1139.png,90,1,G,6.2,False,False,0,0,2.0,1.0,20,0,60%,0.0,0,0,0,,0,0,0,0,0,0,0.0,,,,,,
208992,RB Leipzig,173,1144,Lukas Klostermann,https://media.api-sports.io/football/players/1144.png,90,16,D,7.9,False,False,1,1,0.0,,47,1,94%,1.0,1,1,1,,0,0,0,0,0,0,,3.0,,1.0,,,
208992,RB Leipzig,173,1149,Dayot Upamecano,https://media.api-sports.io/football/players/1149.png,90,5,D,7.2,False,False,1,1,0.0,,62,2,89%,2.0,0,2,1,,1,1,1,0,0,0,,2.0,,,,,
208992,RB Leipzig,173,1148,Willi Orbán,https://media.api-sports.io/football/players/1148.png,90,4,D,7.3,True,False,3,1,0.0,,74,1,92%,2.0,2,0,0,,0,0,0,0,0,0,,1.0,,,,,
208992,RB Leipzig,173,1159,Marcel Sabitzer,https://media.api-sports.io/football/players/1159.png,56,7,M,6.6,False,False,2,1,0.0,,19,2,76%,0.0,0,3,1,1.0,1,0,0,0,0,0,,,,,,,
208992,RB Leipzig,173,1153,Amadou Haidara,https://media.api-sports.io/football/players/1153.png,90,8,M,7.0,False,False,4,1,0.0,,48,2,88%,0.0,1,2,2,1.0,0,3,0,0,0,0,,4.0,,,,,
