fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,duels_total,duels_won,dribbles_attempts,fouls_drawn,tackles_total,tackles_blocks,fouls_committed,penalty_commited,shots_total,shots_on,dribbles_success,dribbles_past,tackles_interceptions,offsides,goals_total,penalty_won,goals_assists
1037952,Almeria,723,129,Chumi,https://media.api-sports.io/football/players/129.png,,21,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Almeria,723,914,Álex Centelles,https://media.api-sports.io/football/players/914.png,,20,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Almeria,723,305803,Kaiky,https://media.api-sports.io/football/players/305803.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Almeria,723,310609,Gui,https://media.api-sports.io/football/players/310609.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Almeria,723,138809,Arnau Puigmal,https://media.api-sports.io/football/players/138809.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,47527,Stole Dimitrievski,https://media.api-sports.io/football/players/47527.png,90.0,1,G,8.2,False,False,0,5.0,25.0,12,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,20520,Ivan Balliu,https://media.api-sports.io/football/players/20520.png,90.0,20,D,7.2,False,False,0,,28.0,25,0,0,0,0,,2.0,5.0,4.0,,4.0,,1.0,1.0,,,,,,,,,,
1037952,Rayo Vallecano,728,46654,Aridane Hernández,https://media.api-sports.io/football/players/46654.png,90.0,5,D,7.3,False,False,0,,35.0,26,0,0,0,0,,,5.0,4.0,,,1.0,,1.0,,,,,,1.0,,,,
1037952,Rayo Vallecano,728,18895,Florian Lejeune,https://media.api-sports.io/football/players/18895.png,90.0,24,D,7.2,False,False,0,,34.0,26,0,0,0,0,,,6.0,4.0,,,1.0,1.0,2.0,,,,,,,,,,
1037952,Rayo Vallecano,728,46759,Alfonso Espino,https://media.api-sports.io/football/players/46759.png,90.0,12,D,7.7,False,False,0,,35.0,26,0,0,0,0,,,15.0,10.0,2.0,2.0,5.0,,2.0,,,,2.0,1.0,2.0,,,,
1037952,Rayo Vallecano,728,47285,Unai López,https://media.api-sports.io/football/players/47285.png,45.0,17,M,6.7,False,False,0,,22.0,18,1,0,0,0,,,10.0,3.0,1.0,,3.0,,3.0,,1.0,1.0,,3.0,1.0,,,,
1037952,Rayo Vallecano,728,47109,Óscar Valentín,https://media.api-sports.io/football/players/47109.png,86.0,23,M,6.2,False,False,0,,28.0,23,1,0,0,0,,,10.0,2.0,1.0,,1.0,,4.0,,,,,3.0,,,,,
1037952,Rayo Vallecano,728,131546,Isi Palazón,https://media.api-sports.io/football/players/131546.png,90.0,7,M,7.3,False,False,0,,38.0,32,0,0,1,0,,1.0,11.0,5.0,1.0,2.0,1.0,,,,2.0,1.0,,,3.0,,1.0,,
1037952,Rayo Vallecano,728,47557,Óscar Trejo,https://media.api-sports.io/football/players/47557.png,63.0,8,M,6.6,True,False,0,,18.0,14,0,0,0,0,,,14.0,6.0,4.0,2.0,3.0,,3.0,,1.0,1.0,1.0,,,,,,
1037952,Rayo Vallecano,728,47543,Álvaro García,https://media.api-sports.io/football/players/47543.png,86.0,18,M,6.3,False,False,0,,13.0,9,1,0,0,0,,,4.0,,1.0,,,,2.0,,,,,,1.0,1.0,,,
1037952,Rayo Vallecano,728,122657,Randy Nteka,https://media.api-sports.io/football/players/122657.png,82.0,11,F,7.9,False,False,0,,16.0,14,0,0,1,0,,1.0,15.0,6.0,1.0,2.0,,1.0,2.0,,2.0,1.0,,1.0,,,1.0,1.0,
1037952,Rayo Vallecano,728,41552,Ismaila Ciss,https://media.api-sports.io/football/players/41552.png,45.0,21,M,6.6,False,True,0,,20.0,17,0,0,0,0,,1.0,11.0,5.0,,,3.0,,3.0,,,,,,,,,,
1037952,Rayo Vallecano,728,46775,Salvi,https://media.api-sports.io/football/players/46775.png,27.0,19,M,6.3,False,True,0,,12.0,10,0,0,0,0,,,8.0,2.0,1.0,1.0,,,,,,,1.0,4.0,1.0,,,,
1037952,Rayo Vallecano,728,119,Radamel Falcao,https://media.api-sports.io/football/players/119.png,8.0,9,F,6.3,False,True,0,,1.0,,0,0,0,0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,
1037952,Rayo Vallecano,728,181734,Josep Chavarría,https://media.api-sports.io/football/players/181734.png,9.0,3,D,6.7,False,True,0,,2.0,1,0,0,0,0,,,1.0,1.0,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,333378,Diego Mendez,https://media.api-sports.io/football/players/333378.png,9.0,29,M,6.9,False,True,0,,2.0,2,0,0,0,0,,,3.0,2.0,,,1.0,,1.0,,,,,,1.0,,,,
1037952,Rayo Vallecano,728,47529,Miguel Ángel Morro,https://media.api-sports.io/football/players/47529.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,15900,Abdul Mumin,https://media.api-sports.io/football/players/15900.png,,16,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,184609,Jorge Moreno,https://media.api-sports.io/football/players/184609.png,,27,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,377197,Pablo Muñoz,https://media.api-sports.io/football/players/377197.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,47553,Bebé,https://media.api-sports.io/football/players/47553.png,,10,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037952,Rayo Vallecano,728,47549,José Pozo,https://media.api-sports.io/football/players/47549.png,,6,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,2701,Bono,https://media.api-sports.io/football/players/2701.png,90.0,13,G,6.5,False,False,2,1.0,27.0,16,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,2054,Jesús Navas,https://media.api-sports.io/football/players/2054.png,69.0,16,D,6.7,True,False,0,,31.0,24,0,0,0,0,,,4.0,3.0,1.0,,3.0,,,,,,,,,,,,
1037956,Sevilla,536,174918,Loïc Badé,https://media.api-sports.io/football/players/174918.png,81.0,22,D,6,False,False,0,,46.0,40,0,1,0,0,,,10.0,3.0,,,,,2.0,,,,,2.0,2.0,,,,
1037956,Sevilla,536,1489,Nemanja Gudelj,https://media.api-sports.io/football/players/1489.png,90.0,6,D,6.3,False,False,0,,59.0,42,1,0,0,0,,,6.0,4.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
1037956,Sevilla,536,1493,Marcos Acuña,https://media.api-sports.io/football/players/1493.png,90.0,19,D,6.9,False,False,0,,46.0,35,1,0,0,0,,1.0,11.0,4.0,1.0,1.0,2.0,,1.0,,2.0,,1.0,1.0,3.0,,,,
1037956,Sevilla,536,452,Fernando,https://media.api-sports.io/football/players/452.png,69.0,20,M,6.9,False,False,0,,29.0,25,0,0,0,0,,,11.0,4.0,2.0,,2.0,,1.0,,,,1.0,3.0,1.0,,,,
1037956,Sevilla,536,149,Ivan Rakitić,https://media.api-sports.io/football/players/149.png,90.0,10,M,6.7,False,False,0,,55.0,41,1,0,0,0,,1.0,16.0,8.0,4.0,1.0,3.0,,3.0,,1.0,,2.0,1.0,1.0,,,,
1037956,Sevilla,536,1911,Lucas Ocampos,https://media.api-sports.io/football/players/1911.png,90.0,5,M,6.3,False,False,0,,24.0,14,0,0,0,0,,1.0,14.0,6.0,3.0,3.0,2.0,,,,1.0,,,3.0,1.0,,,,
1037956,Sevilla,536,1650,Suso,https://media.api-sports.io/football/players/1650.png,90.0,7,M,7.3,False,False,0,,29.0,20,0,0,0,0,,2.0,12.0,7.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0
1037956,Sevilla,536,176,Erik Lamela,https://media.api-sports.io/football/players/176.png,56.0,17,M,6.9,False,False,0,,5.0,5,0,0,0,0,,1.0,13.0,6.0,1.0,,6.0,,5.0,,,,,,,1.0,,,
1037956,Sevilla,536,47422,Youssef En-Nesyri,https://media.api-sports.io/football/players/47422.png,82.0,15,F,7.2,False,False,0,,6.0,3,0,0,0,0,,,14.0,5.0,3.0,2.0,,,1.0,,3.0,2.0,,1.0,,2.0,1.0,,
1037956,Sevilla,536,385,Óliver Torres,https://media.api-sports.io/football/players/385.png,34.0,21,M,6.5,False,True,0,,15.0,11,0,0,0,0,,1.0,8.0,3.0,1.0,,1.0,,,,,,,,,,,,
1037956,Sevilla,536,957,Djibril Sow,https://media.api-sports.io/football/players/957.png,21.0,18,M,6.7,False,True,0,,10.0,8,0,0,0,0,,,3.0,2.0,,1.0,,,,,,,,,1.0,,,,
1037956,Sevilla,536,182772,Juanlu Sánchez,https://media.api-sports.io/football/players/182772.png,21.0,26,M,6.9,False,True,0,,9.0,8,0,0,0,0,,1.0,5.0,4.0,2.0,2.0,,,,,,,2.0,,,,,,
1037956,Sevilla,536,125331,Federico Gattoni,https://media.api-sports.io/football/players/125331.png,8.0,2,D,6.2,False,True,0,,6.0,5,0,0,0,0,,,4.0,2.0,,,1.0,,1.0,,,,,,,,,,
1037956,Sevilla,536,2813,Marko Dmitrović,https://media.api-sports.io/football/players/2813.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,2468,Gonzalo Montiel,https://media.api-sports.io/football/players/2468.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,47329,Adrià Pedrosa,https://media.api-sports.io/football/players/47329.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,47389,Joan Jordán,https://media.api-sports.io/football/players/47389.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,30433,Papu Gómez,https://media.api-sports.io/football/players/30433.png,,24,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,331607,Manu Bueno,https://media.api-sports.io/football/players/331607.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,389,Jesús Corona,https://media.api-sports.io/football/players/389.png,,11,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Sevilla,536,47013,Rafa Mir,https://media.api-sports.io/football/players/47013.png,,9,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,24760,Giorgi Mamardashvili,https://media.api-sports.io/football/players/24760.png,90.0,25,G,6.9,False,False,1,2.0,17.0,7,0,0,0,0,0.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
1037956,Valencia,532,1482,Thierry Correia,https://media.api-sports.io/football/players/1482.png,90.0,12,D,7.2,False,False,0,,36.0,24,0,0,0,0,,,8.0,7.0,,2.0,5.0,,1.0,,,,,,3.0,,,,
1037956,Valencia,532,915,Gabriel Paulista,https://media.api-sports.io/football/players/915.png,90.0,5,D,6.9,False,False,0,,39.0,30,0,0,0,0,,,8.0,4.0,,,2.0,,2.0,,,,,,2.0,,,,
1037956,Valencia,532,72048,Cenk Özkaçar,https://media.api-sports.io/football/players/72048.png,90.0,15,D,6.6,False,False,0,,29.0,20,1,0,0,0,,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,
1037956,Valencia,532,918,José Luis Gayà,https://media.api-sports.io/football/players/918.png,87.0,14,D,6.9,True,False,0,,20.0,13,0,0,0,0,,1.0,10.0,8.0,2.0,,6.0,,2.0,,1.0,,2.0,1.0,,,,,
1037956,Valencia,532,162931,Fran Pérez,https://media.api-sports.io/football/players/162931.png,61.0,23,M,6.5,False,False,0,,11.0,9,0,0,0,0,,1.0,11.0,2.0,2.0,1.0,,,2.0,,,,1.0,,,,,,
1037956,Valencia,532,916,Mouctar Diakhaby,https://media.api-sports.io/football/players/916.png,90.0,4,M,7.9,False,False,0,,45.0,41,1,0,0,0,,1.0,16.0,12.0,2.0,,2.0,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,
1037956,Valencia,532,47463,Pepelu,https://media.api-sports.io/football/players/47463.png,90.0,18,M,6.9,False,False,0,,56.0,39,0,0,0,0,,,8.0,4.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,
1037956,Valencia,532,162127,Diego Lopez Noguerol,https://media.api-sports.io/football/players/162127.png,65.0,16,M,7.5,False,False,0,,21.0,15,0,0,0,0,,1.0,8.0,4.0,2.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,
1037956,Valencia,532,41157,André Almeida,https://media.api-sports.io/football/players/41157.png,62.0,10,F,7.3,False,False,0,,21.0,17,0,0,0,0,,2.0,11.0,5.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,,,1.0
1037956,Valencia,532,47264,Hugo Duro,https://media.api-sports.io/football/players/47264.png,90.0,9,F,7.5,False,False,0,,18.0,13,0,0,0,0,,1.0,22.0,14.0,2.0,6.0,2.0,,2.0,,2.0,1.0,2.0,2.0,,,,,1.0
1037956,Valencia,532,47251,Dimitri Foulquier,https://media.api-sports.io/football/players/47251.png,29.0,20,D,6.2,False,True,0,,11.0,6,0,0,0,0,,,6.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,,,,
1037956,Valencia,532,315699,Javier Guerra,https://media.api-sports.io/football/players/315699.png,28.0,8,M,6.6,False,True,0,,9.0,5,0,0,0,0,,,8.0,1.0,3.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,
1037956,Valencia,532,161877,Pablo Gozálbez,https://media.api-sports.io/football/players/161877.png,25.0,27,M,6,False,True,0,,9.0,4,0,0,0,0,,,6.0,1.0,1.0,,,,3.0,,,,,2.0,1.0,,,,
1037956,Valencia,532,162175,Jesús Vázquez,https://media.api-sports.io/football/players/162175.png,16.0,21,D,6.6,False,True,0,,1.0,1,0,0,0,0,,,2.0,1.0,,,1.0,,,,,,,,,,,,
1037956,Valencia,532,913,Cristian Rivero,https://media.api-sports.io/football/players/913.png,,13,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,911,Jaume Doménech,https://media.api-sports.io/football/players/911.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,333672,César Tárrega,https://media.api-sports.io/football/players/333672.png,,29,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,315701,Ruben Iranzo Lendinez,https://media.api-sports.io/football/players/315701.png,,31,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,161875,Hugo González,https://media.api-sports.io/football/players/161875.png,,30,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,348326,Martín Tejón,https://media.api-sports.io/football/players/348326.png,,32,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037956,Valencia,532,919,Hugo Guillamón,https://media.api-sports.io/football/players/919.png,,6,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,47269,Álex Remiro,https://media.api-sports.io/football/players/47269.png,90.0,1,G,6.9,False,False,1,,29.0,21,0,0,0,0,0.0,,1.0,1.0,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,2202,Hamari Traore,https://media.api-sports.io/football/players/2202.png,74.0,18,D,6.7,False,False,0,,27.0,23,0,0,0,0,,1.0,3.0,1.0,,,,,2.0,,,,,,,,,,
1037960,Real Sociedad,548,47314,Igor Zubeldia,https://media.api-sports.io/football/players/47314.png,90.0,5,D,6.6,False,False,0,,48.0,42,0,0,0,0,,1.0,8.0,3.0,,1.0,,1.0,,,,,,1.0,1.0,,,,
1037960,Real Sociedad,548,47301,Robin Le Normand,https://media.api-sports.io/football/players/47301.png,90.0,24,D,7.3,False,False,0,,61.0,52,1,0,0,0,,,12.0,9.0,,,2.0,,1.0,,1.0,,,,3.0,,,,
1037960,Real Sociedad,548,47303,Aihen Muñoz,https://media.api-sports.io/football/players/47303.png,90.0,3,D,7.3,False,False,0,,28.0,19,0,0,0,0,,2.0,11.0,6.0,3.0,1.0,4.0,1.0,2.0,,1.0,,1.0,,,,,,1.0
1037960,Real Sociedad,548,47440,Brais Méndez,https://media.api-sports.io/football/players/47440.png,90.0,23,M,7.2,False,False,0,,40.0,34,0,0,0,0,,4.0,12.0,4.0,2.0,,3.0,,4.0,,2.0,,1.0,1.0,,,,,
1037960,Real Sociedad,548,47315,Martín Zubimendi,https://media.api-sports.io/football/players/47315.png,90.0,4,M,7,False,False,0,,47.0,42,0,0,0,0,,1.0,3.0,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,,
1037960,Real Sociedad,548,183744,Beñat Turrientes,https://media.api-sports.io/football/players/183744.png,80.0,22,M,6.5,False,False,0,,16.0,16,0,0,0,0,,,11.0,3.0,,3.0,,,4.0,,1.0,,,1.0,,,,,
1037960,Real Sociedad,548,32862,Takefusa Kubo,https://media.api-sports.io/football/players/32862.png,74.0,14,F,7.9,False,False,0,,16.0,13,0,0,0,0,,1.0,3.0,3.0,1.0,,2.0,,,,3.0,1.0,1.0,,2.0,,1.0,,
1037960,Real Sociedad,548,46808,Carlos Fernández,https://media.api-sports.io/football/players/46808.png,59.0,9,F,7.2,False,False,0,,11.0,6,0,0,0,0,,,14.0,5.0,,,3.0,,4.0,,2.0,,,1.0,,,,,
1037960,Real Sociedad,548,47323,Mikel Oyarzabal,https://media.api-sports.io/football/players/47323.png,74.0,10,F,6.5,True,False,0,,14.0,9,0,0,0,0,,1.0,11.0,4.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,
1037960,Real Sociedad,548,47317,Ander Barrenetxea,https://media.api-sports.io/football/players/47317.png,31.0,7,F,6.3,False,True,0,,14.0,10,0,0,0,0,,,8.0,2.0,3.0,,,,1.0,,,,2.0,1.0,1.0,,,,
1037960,Real Sociedad,548,47306,Álex Sola,https://media.api-sports.io/football/players/47306.png,16.0,2,D,6.3,False,True,0,,7.0,7,0,0,0,0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,
1037960,Real Sociedad,548,274312,Mohamed-Ali Cho,https://media.api-sports.io/football/players/274312.png,16.0,11,F,6.7,False,True,0,,8.0,6,0,0,0,0,,,4.0,2.0,2.0,,,,,,,,1.0,,,,,,
1037960,Real Sociedad,548,31406,Umar Sadiq,https://media.api-sports.io/football/players/31406.png,16.0,19,F,6.6,False,True,0,,3.0,1,0,0,0,0,,,7.0,4.0,2.0,,,,1.0,,1.0,,1.0,,,,,,
1037960,Real Sociedad,548,182603,Jon Ander Olasagasti,https://media.api-sports.io/football/players/182603.png,10.0,16,M,6.3,False,True,0,,7.0,5,1,0,0,0,,,2.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,
1037960,Real Sociedad,548,189832,Unai Marrero,https://media.api-sports.io/football/players/189832.png,,32,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,182546,Jon Pacheco,https://media.api-sports.io/football/players/182546.png,,20,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,183699,Urko González,https://media.api-sports.io/football/players/183699.png,,26,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,18867,Diego Rico,https://media.api-sports.io/football/players/18867.png,,15,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,290106,Pablo Marín,https://media.api-sports.io/football/players/290106.png,,29,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,84086,Robert Navarro,https://media.api-sports.io/football/players/84086.png,,17,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Real Sociedad,548,183748,Jon Karrikaburu,https://media.api-sports.io/football/players/183748.png,,27,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1037960,Girona,547,158,Paulo Gazzaniga,https://media.api-sports.io/football/players/158.png,90.0,13,G,6.3,False,False,1,1.0,38.0,22,1,0,0,0,0.0,,1.0,,,,,,,,,,,,,,,,
1037960,Girona,547,283668,Arnau Martínez,https://media.api-sports.io/football/players/283668.png,89.0,4,D,6.9,False,False,0,,49.0,46,1,0,0,0,,2.0,7.0,4.0,,1.0,3.0,,1.0,,,,,2.0,2.0,,,,
1037960,Girona,547,47334,David López,https://media.api-sports.io/football/players/47334.png,90.0,5,D,6.9,False,False,0,,79.0,67,1,0,0,0,,,11.0,6.0,1.0,2.0,4.0,1.0,,,1.0,,,1.0,,,,,
1037960,Girona,547,531,Daley Blind,https://media.api-sports.io/football/players/531.png,90.0,17,D,6.7,False,False,0,,64.0,53,0,0,0,0,,,11.0,7.0,3.0,1.0,,,,,,,2.0,,1.0,,,,
1037960,Girona,547,162032,Miguel Gutiérrez,https://media.api-sports.io/football/players/162032.png,90.0,3,D,6.7,False,False,0,,25.0,24,1,0,0,0,,,7.0,3.0,,,1.0,,1.0,,,,,1.0,,,,,
1037960,Girona,547,47516,Aleix García,https://media.api-sports.io/football/players/47516.png,90.0,14,M,7.2,False,False,0,,53.0,48,0,0,0,0,,1.0,7.0,4.0,,3.0,,1.0,,,,,,2.0,1.0,,,,
1037960,Girona,547,266657,Sávio,https://media.api-sports.io/football/players/266657.png,64.0,16,M,6.5,False,False,0,,17.0,17,0,0,0,0,,1.0,6.0,2.0,1.0,2.0,,,,,,,,1.0,,,,,
1037960,Girona,547,2449,Yangel Herrera,https://media.api-sports.io/football/players/2449.png,86.0,21,M,7,False,False,0,,28.0,24,0,0,0,0,,,19.0,13.0,2.0,4.0,5.0,,3.0,,,,2.0,1.0,,,,,
1037960,Girona,547,2182,Viktor Tsygankov,https://media.api-sports.io/football/players/2182.png,90.0,8,M,7.2,False,False,0,,16.0,13,0,0,0,0,,1.0,11.0,6.0,2.0,4.0,,,,,,,,,,,,,1.0
1037960,Girona,547,197448,Yan Couto,https://media.api-sports.io/football/players/197448.png,64.0,20,M,6.3,False,False,0,,18.0,10,0,0,0,0,,,5.0,3.0,2.0,2.0,,,1.0,,,,1.0,,,1.0,,,
1037960,Girona,547,2617,Cristhian Stuani,https://media.api-sports.io/football/players/2617.png,64.0,7,F,6.2,True,False,0,,7.0,6,1,0,0,0,,,9.0,5.0,1.0,,,,,,1.0,,,,,1.0,,,
1037960,Girona,547,47514,Valery Fernández,https://media.api-sports.io/football/players/47514.png,26.0,11,D,6.7,False,True,0,,10.0,6,0,0,0,0,,,2.0,2.0,,2.0,,,,,,,,,,1.0,,,
