fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,dribbles_attempts,dribbles_success,fouls_committed,dribbles_past,shots_total,shots_on,tackles_blocks,fouls_drawn,passes_key,goals_total,offsides
1377870,AC Milan,489,17,Christian Pulišić,https://media.api-sports.io/football/players/17.png,90.0,11,F,6.9,False,False,0,0.0,,39.0,33,7.0,2.0,0,0,0,0,,,,4.0,1.0,2.0,,2.0,1.0,,,4.0,,
1377870,AC Milan,489,330437,Álex Jiménez,https://media.api-sports.io/football/players/330437.png,45.0,20,D,6.7,False,True,0,0.0,,20.0,19,9.0,5.0,1,0,0,0,,,,7.0,4.0,,1.0,,,,1.0,2.0,,
1377870,AC Milan,489,1696,Samuel Chukwueze,https://media.api-sports.io/football/players/1696.png,26.0,21,F,7.3,False,True,0,0.0,,13.0,11,5.0,4.0,0,0,0,0,,,,1.0,1.0,,1.0,,,,3.0,,,
1377870,AC Milan,489,264705,Ardon Jashari,https://media.api-sports.io/football/players/264705.png,17.0,30,M,6.9,False,True,0,0.0,,20.0,19,6.0,4.0,0,0,0,0,,1.0,,,,2.0,,,,,3.0,,,
1377870,AC Milan,489,30394,Pietro Terracciano,https://media.api-sports.io/football/players/30394.png,,1,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,484293,Matteo Pittarella,https://media.api-sports.io/football/players/484293.png,,37,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,162141,Koni De Winter,https://media.api-sports.io/football/players/162141.png,,5,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,374359,Davide Bartesaghi,https://media.api-sports.io/football/players/374359.png,,33,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,396380,Zachary Athekame,https://media.api-sports.io/football/players/396380.png,,24,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,31056,Samuele Ricci,https://media.api-sports.io/football/players/31056.png,,4,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,162106,Yunus Musah,https://media.api-sports.io/football/players/162106.png,,80,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,Cremonese,520,30441,Emil Audero,https://media.api-sports.io/football/players/30441.png,90.0,1,G,6.9,False,False,1,0.0,4.0,38.0,23,1.0,1.0,0,0,0,0,0.0,,,,,,,,,,,,,
1377870,Cremonese,520,264472,Filippo Terracciano,https://media.api-sports.io/football/players/264472.png,90.0,24,D,7,False,False,0,0.0,,50.0,44,5.0,4.0,1,0,0,0,,3.0,3.0,,,1.0,,,,2.0,1.0,,,
1377870,Cremonese,520,127035,Federico Baschirotto,https://media.api-sports.io/football/players/127035.png,90.0,6,D,8.6,False,False,0,0.0,,41.0,39,1.0,1.0,0,0,0,0,,,,,,,,1.0,1.0,3.0,,,1.0,
1377870,Cremonese,520,30919,Matteo Bianchetti,https://media.api-sports.io/football/players/30919.png,83.0,15,D,6.7,True,False,0,0.0,,41.0,35,5.0,4.0,0,0,0,0,,3.0,3.0,,,,1.0,,,,,,,
1377870,Cremonese,520,31219,Alessio Zerbin,https://media.api-sports.io/football/players/31219.png,90.0,7,M,7.2,False,False,0,1.0,,31.0,25,17.0,8.0,0,0,0,0,,6.0,,3.0,1.0,2.0,3.0,,,,1.0,1.0,,
