fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,tackles_interceptions,fouls_committed,shots_total,shots_on,passes_key,goals_total,goals_assists,tackles_blocks,penalty_commited,penalty_won,offsides
605174,Elche,797,13298,Jeison Lucumí,https://media.api-sports.io/football/players/13298.png,,20,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,47002,Fidel,https://media.api-sports.io/football/players/47002.png,33.0,16,M,6.3,False,True,0,,9.0,5,0,0,0,0,,1.0,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
605174,Elche,797,21070,Omenuke Mfulu,https://media.api-sports.io/football/players/21070.png,1.0,6,M,,False,True,0,,,,0,0,0,0,,,1.0,,,,1.0,,,,,,,,,,,,
605174,Elche,797,51112,Víctor Rodríguez,https://media.api-sports.io/football/players/51112.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,46973,Josan,https://media.api-sports.io/football/players/46973.png,,17,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,184345,Jony Álamo,https://media.api-sports.io/football/players/184345.png,,37,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,46984,Nino,https://media.api-sports.io/football/players/46984.png,,7,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Cadiz,724,6492,Jeremías Ledesma,https://media.api-sports.io/football/players/6492.png,90.0,1,G,6.7,False,False,1,2.0,27.0,15,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
605174,Cadiz,724,47100,Isaac Carcelén,https://media.api-sports.io/football/players/47100.png,90.0,20,D,6.7,False,False,0,,54.0,46,0,0,0,0,,1.0,11.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,
605174,Cadiz,724,47229,Fali,https://media.api-sports.io/football/players/47229.png,58.0,3,D,6.2,False,False,0,,20.0,17,0,0,0,0,,,5.0,2.0,,,,2.0,,1.0,,,,,,,,,
605174,Cadiz,724,46762,Marcos Mauro,https://media.api-sports.io/football/players/46762.png,90.0,4,D,7.6,False,False,0,,59.0,57,0,0,0,0,,5.0,12.0,8.0,,,1.0,,4.0,1.0,1.0,1.0,1.0,,,,,,
605174,Cadiz,724,46759,Alfonso Espino,https://media.api-sports.io/football/players/46759.png,90.0,22,D,6.3,False,False,0,,28.0,24,0,0,0,0,,2.0,9.0,4.0,,,1.0,1.0,1.0,2.0,,,,,,,,,
605174,Cadiz,724,46775,Salvi,https://media.api-sports.io/football/players/46775.png,67.0,7,M,6.5,True,False,0,,14.0,12,0,0,0,0,,,6.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,
605174,Cadiz,724,50009,Jens Jønsson,https://media.api-sports.io/football/players/50009.png,90.0,2,M,6.9,False,False,0,,23.0,20,1,0,0,0,,3.0,12.0,9.0,1.0,1.0,1.0,4.0,,3.0,,,,,,,,,
605174,Cadiz,724,46769,Álex Fernandez,https://media.api-sports.io/football/players/46769.png,67.0,8,M,7.2,False,False,0,,48.0,46,1,0,0,0,,2.0,4.0,3.0,,,,1.0,2.0,1.0,,,2.0,,,,,,
605174,Cadiz,724,46771,Jairo Izquierdo González,https://media.api-sports.io/football/players/46771.png,21.0,25,M,6.6,False,False,0,,4.0,1,0,0,0,0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
605174,Cadiz,724,47084,Filip Malbašić,https://media.api-sports.io/football/players/47084.png,58.0,24,F,6.3,False,False,0,,10.0,6,0,0,0,0,,,12.0,2.0,1.0,,,2.0,,1.0,,,,,,,,,
