rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
3,211,Benfica,https://media.api-sports.io/football/teams/211.png,7,-5,UEFA Champions League: Group E,WLDLW,,Promotion - Europa League (Play Offs),6,2,1,3,6,11,3,1,1,1,2,3,3,1,0,2,4,8
4,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,0,-11,UEFA Champions League: Group E,LLLLL,,,6,0,0,6,2,13,3,0,0,3,2,7,3,0,0,3,0,6
1,50,Manchester City,https://media.api-sports.io/football/teams/50.png,13,10,UEFA Champions League: Group F,WDWWW,,Promotion - Champions League (Play Offs),6,4,1,1,16,6,3,2,0,1,9,3,3,2,1,0,7,3
2,80,Lyon,https://media.api-sports.io/football/teams/80.png,8,1,UEFA Champions League: Group F,DDDDD,,Promotion - Champions League (Play Offs),6,1,5,0,12,11,3,0,3,0,6,6,3,1,2,0,6,5
3,550,Shakhtar Donetsk,https://media.api-sports.io/football/teams/550.png,6,-8,UEFA Champions League: Group F,DWLLD,,Promotion - Europa League (Play Offs),6,1,3,2,8,16,3,0,2,1,3,6,3,1,1,1,5,10
4,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,3,-3,UEFA Champions League: Group F,LLDDL,,,6,0,3,3,11,14,3,0,1,2,6,8,3,0,2,1,5,6
1,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,12,7,UEFA Champions League: Group G,LWWWL,,Promotion - Champions League (Play Offs),6,4,0,2,12,5,3,2,0,1,5,4,3,2,0,1,7,1
2,497,AS Roma,https://media.api-sports.io/football/teams/497.png,9,3,UEFA Champions League: Group G,LLWWW,,Promotion - Champions League (Play Offs),6,3,0,3,11,8,3,2,0,1,8,2,3,1,0,2,3,6
3,567,Plzen,https://media.api-sports.io/football/teams/567.png,7,-9,UEFA Champions League: Group G,WWLLL,,Promotion - Europa League (Play Offs),6,2,1,3,7,16,3,1,1,1,4,8,3,1,0,2,3,8
4,555,CSKA Moscow,https://media.api-sports.io/football/teams/555.png,7,-1,UEFA Champions League: Group G,WLLLW,,,6,2,1,3,8,9,3,1,0,2,3,4,3,1,1,1,5,5
1,496,Juventus,https://media.api-sports.io/football/teams/496.png,12,5,UEFA Champions League: Group H,LWLWW,,Promotion - Champions League (Play Offs),6,4,0,2,9,4,3,2,0,1,5,2,3,2,0,1,4,2
2,33,Manchester United,https://media.api-sports.io/football/teams/33.png,10,3,UEFA Champions League: Group H,LWWLD,,Promotion - Champions League (Play Offs),6,3,1,2,7,4,3,1,1,1,1,1,3,2,0,1,6,3
3,532,Valencia,https://media.api-sports.io/football/teams/532.png,8,0,UEFA Champions League: Group H,WLWDD,,Promotion - Europa League (Play Offs),6,2,2,2,6,6,3,2,0,1,5,4,3,0,2,1,1,2
4,565,BSC Young Boys,https://media.api-sports.io/football/teams/565.png,4,-8,UEFA Champions League: Group H,WLLDL,,,6,1,1,4,4,12,3,1,1,1,3,5,3,0,0,3,1,7
