fixture_id,bet_name,bet_value,bet_odd
1388323,Second Half Winner,Away,4.00
1388323,Goals Over/Under,Over 1.5,1.11
1388323,Goals Over/Under,Under 1.5,6.50
1388323,Goals Over/Under,Over 2.5,1.40
1388323,Goals Over/Under,Under 2.5,3.00
1388323,Goals Over/Under,Over 3.5,2.00
1388323,Goals Over/Under,Under 3.5,1.80
1388323,Goals Over/Under,Over 0.5,1.01
1388323,Goals Over/Under,Under 0.5,21.00
1388323,Goals Over/Under,Over 8.5,41.00
1388323,Goals Over/Under,Under 8.5,1.00
1388323,Goals Over/Under,Over 4.5,3.40
1388323,Goals Over/Under,Under 4.5,1.33
1388323,Goals Over/Under,Over 7.5,21.00
1388323,Goals Over/Under,Under 7.5,1.01
1388323,Goals Over/Under,Over 5.5,5.50
1388323,Goals Over/Under,Under 5.5,1.14
1388323,Goals Over/Under,Over 6.5,11.00
1388323,Goals Over/Under,Under 6.5,1.05
1388323,HT/FT Double,Home/Draw,13.00
1388323,HT/FT Double,Home/Away,29.00
1388323,HT/FT Double,Draw/Away,11.00
1388323,HT/FT Double,Draw/Draw,8.00
1388323,HT/FT Double,Home/Home,2.38
1388323,HT/FT Double,Draw/Home,5.00
1388323,HT/FT Double,Away/Home,17.00
1388323,HT/FT Double,Away/Draw,15.00
1388323,HT/FT Double,Away/Away,7.50
1388323,Double Chance,Home/Draw,1.18
1388323,Double Chance,Home/Away,1.18
1388323,Double Chance,Draw/Away,2.30
1388323,First Half Winner,Home,2.05
1388323,First Half Winner,Draw,2.75
1388323,First Half Winner,Away,4.50
1388322,Match Winner,Home,1.44
1388322,Match Winner,Draw,5.00
1388322,Match Winner,Away,6.25
1388322,Second Half Winner,Home,1.73
1388322,Second Half Winner,Draw,3.00
1388322,Second Half Winner,Away,5.00
1388322,Goals Over/Under,Over 1.5,1.17
1388322,Goals Over/Under,Under 1.5,5.00
1388322,Goals Over/Under,Over 2.5,1.50
1388322,Goals Over/Under,Under 2.5,2.62
1388322,Goals Over/Under,Over 3.5,2.30
1388322,Goals Over/Under,Under 3.5,1.62
1388322,Goals Over/Under,Over 0.5,1.02
1388322,Goals Over/Under,Under 0.5,19.00
1388322,Goals Over/Under,Over 8.5,51.00
1388322,Goals Over/Under,Under 8.5,1.00
1388322,Goals Over/Under,Over 4.5,4.00
1388322,Goals Over/Under,Under 4.5,1.25
1388322,Goals Over/Under,Over 7.5,26.00
1388322,Goals Over/Under,Under 7.5,1.01
1388322,Goals Over/Under,Over 5.5,7.00
1388322,Goals Over/Under,Under 5.5,1.10
1388322,Goals Over/Under,Over 6.5,15.00
1388322,Goals Over/Under,Under 6.5,1.03
1388322,HT/FT Double,Home/Draw,15.00
1388322,HT/FT Double,Home/Away,41.00
1388322,HT/FT Double,Draw/Away,13.00
1388322,HT/FT Double,Draw/Draw,7.50
1388322,HT/FT Double,Home/Home,2.10
1388322,HT/FT Double,Draw/Home,4.33
1388322,HT/FT Double,Away/Home,17.00
1388322,HT/FT Double,Away/Draw,17.00
1388322,HT/FT Double,Away/Away,11.00
1388322,Double Chance,Home/Draw,1.12
1388322,Double Chance,Home/Away,1.17
1388322,Double Chance,Draw/Away,2.62
1388322,First Half Winner,Home,1.83
1388322,First Half Winner,Draw,2.62
1388322,First Half Winner,Away,6.00
1388317,Match Winner,Home,9.00
1388317,Match Winner,Draw,6.50
1388317,Match Winner,Away,1.27
1388317,Second Half Winner,Home,6.50
1388317,Second Half Winner,Draw,3.40
1388317,Second Half Winner,Away,1.50
1388317,Goals Over/Under,Over 1.5,1.10
1388317,Goals Over/Under,Under 1.5,7.00
1388317,Goals Over/Under,Over 2.5,1.33
1388317,Goals Over/Under,Under 2.5,3.40
1388317,Goals Over/Under,Over 3.5,1.91
1388317,Goals Over/Under,Under 3.5,1.91
1388317,Goals Over/Under,Over 0.5,1.01
1388317,Goals Over/Under,Under 0.5,23.00
1388317,Goals Over/Under,Over 8.5,34.00
1388317,Goals Over/Under,Under 8.5,1.00
1388317,Goals Over/Under,Over 4.5,3.00
1388317,Goals Over/Under,Under 4.5,1.40
1388317,Goals Over/Under,Over 7.5,19.00
1388317,Goals Over/Under,Under 7.5,1.02
1388317,Goals Over/Under,Over 5.5,5.00
1388317,Goals Over/Under,Under 5.5,1.17
1388317,Goals Over/Under,Over 6.5,10.00
1388317,Goals Over/Under,Under 6.5,1.06
1388317,HT/FT Double,Home/Draw,21.00
1388317,HT/FT Double,Home/Away,15.00
1388317,HT/FT Double,Draw/Away,4.33
1388317,HT/FT Double,Draw/Draw,10.00
1388317,HT/FT Double,Home/Home,17.00
1388317,HT/FT Double,Draw/Home,21.00
1388317,HT/FT Double,Away/Home,41.00
1388317,HT/FT Double,Away/Draw,19.00
1388317,HT/FT Double,Away/Away,1.73
1388317,Double Chance,Home/Draw,3.75
1388317,Double Chance,Home/Away,1.11
1388317,Double Chance,Draw/Away,1.07
1388317,First Half Winner,Home,7.50
1388317,First Half Winner,Draw,3.00
1388317,First Half Winner,Away,1.62
1388325,Match Winner,Home,2.00
1388325,Match Winner,Draw,3.60
1388325,Match Winner,Away,3.50
1388325,Second Half Winner,Home,2.30
1388325,Second Half Winner,Draw,2.60
1388325,Second Half Winner,Away,3.40
1388325,Goals Over/Under,Over 1.5,1.22
1388325,Goals Over/Under,Under 1.5,4.33
1388325,Goals Over/Under,Over 2.5,1.73
1388325,Goals Over/Under,Under 2.5,2.10
1388325,Goals Over/Under,Over 3.5,2.75
1388325,Goals Over/Under,Under 3.5,1.44
1388325,Goals Over/Under,Over 0.5,1.04
1388325,Goals Over/Under,Under 0.5,13.00
1388325,Goals Over/Under,Over 4.5,5.00
1388325,Goals Over/Under,Under 4.5,1.17
1388325,Goals Over/Under,Over 7.5,41.00
1388325,Goals Over/Under,Under 7.5,1.00
1388325,Goals Over/Under,Over 5.5,11.00
1388325,Goals Over/Under,Under 5.5,1.05
1388325,Goals Over/Under,Over 6.5,21.00
1388325,Goals Over/Under,Under 6.5,1.01
1388325,HT/FT Double,Home/Draw,13.00
1388325,HT/FT Double,Home/Away,29.00
1388325,HT/FT Double,Draw/Away,8.00
1388325,HT/FT Double,Draw/Draw,6.00
1388325,HT/FT Double,Home/Home,3.20
1388325,HT/FT Double,Draw/Home,5.50
1388325,HT/FT Double,Away/Home,21.00
1388325,HT/FT Double,Away/Draw,15.00
1388325,HT/FT Double,Away/Away,5.50
1388325,Double Chance,Home/Draw,1.28
1388325,Double Chance,Home/Away,1.28
1388325,Double Chance,Draw/Away,1.80
1388325,First Half Winner,Home,2.60
1388325,First Half Winner,Draw,2.30
1388325,First Half Winner,Away,4.00
1388318,Match Winner,Home,1.40
1388318,Match Winner,Draw,5.25
1388318,Match Winner,Away,6.50
1388318,Second Half Winner,Home,1.67
1388318,Second Half Winner,Draw,3.00
1388318,Second Half Winner,Away,5.50
1388318,Goals Over/Under,Over 1.5,1.17
1388318,Goals Over/Under,Under 1.5,5.00
1388318,Goals Over/Under,Over 2.5,1.50
1388318,Goals Over/Under,Under 2.5,2.62
1388318,Goals Over/Under,Over 3.5,2.30
1388318,Goals Over/Under,Under 3.5,1.62
1388318,Goals Over/Under,Over 0.5,1.02
1388318,Goals Over/Under,Under 0.5,17.00
1388318,Goals Over/Under,Over 8.5,51.00
1388318,Goals Over/Under,Under 8.5,1.00
1388318,Goals Over/Under,Over 4.5,4.00
1388318,Goals Over/Under,Under 4.5,1.25
1388318,Goals Over/Under,Over 7.5,26.00
1388318,Goals Over/Under,Under 7.5,1.01
1388318,Goals Over/Under,Over 5.5,7.00
1388318,Goals Over/Under,Under 5.5,1.10
1388318,Goals Over/Under,Over 6.5,15.00
1388318,Goals Over/Under,Under 6.5,1.03
1388318,HT/FT Double,Home/Draw,17.00
1388318,HT/FT Double,Home/Away,41.00
1388318,HT/FT Double,Draw/Away,15.00
1388318,HT/FT Double,Draw/Draw,8.00
1388318,HT/FT Double,Home/Home,2.05
1388318,HT/FT Double,Draw/Home,4.33
1388318,HT/FT Double,Away/Home,17.00
1388318,HT/FT Double,Away/Draw,19.00
1388318,HT/FT Double,Away/Away,12.00
1388318,Double Chance,Home/Draw,1.11
1388318,Double Chance,Home/Away,1.17
1388318,Double Chance,Draw/Away,2.75
1388318,First Half Winner,Home,1.83
1388318,First Half Winner,Draw,2.62
1388318,First Half Winner,Away,6.50
1388319,Match Winner,Home,2.55
1388319,Match Winner,Draw,3.30
1388319,Match Winner,Away,2.80
1388319,Second Half Winner,Home,2.75
1388319,Second Half Winner,Draw,2.40
1388319,Second Half Winner,Away,2.88
1388319,Goals Over/Under,Over 1.5,1.30
1388319,Goals Over/Under,Under 1.5,3.50
1388319,Goals Over/Under,Over 2.5,2.00
1388319,Goals Over/Under,Under 2.5,1.80
1388319,Goals Over/Under,Over 3.5,3.50
1388319,Goals Over/Under,Under 3.5,1.30
1388319,Goals Over/Under,Over 0.5,1.06
1388319,Goals Over/Under,Under 0.5,10.00
1388319,Goals Over/Under,Over 4.5,6.50
