fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,fouls_drawn,passes_key,tackles_blocks,dribbles_past,fouls_committed,penalty_commited,shots_total,shots_on,goals_total,tackles_interceptions,dribbles_success,offsides,penalty_won
1223982,FSV Mainz 05,164,22244,Anthony Caci,https://media.api-sports.io/football/players/22244.png,85.0,19,M,7.2,False,False,0,0.0,,36.0,27,0,0,0,0,,1.0,12.0,7.0,1.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,
1223982,FSV Mainz 05,164,33889,Kaishu Sano,https://media.api-sports.io/football/players/33889.png,86.0,6,M,6.7,False,False,0,0.0,,18.0,15,0,0,0,0,,2.0,10.0,5.0,,2.0,,,1.0,,,,,,,,,
1223982,FSV Mainz 05,164,714,Nadiem Amiri,https://media.api-sports.io/football/players/714.png,90.0,18,M,8.3,False,False,0,0.0,,52.0,45,0,0,0,0,,,5.0,3.0,1.0,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,
1223982,FSV Mainz 05,164,25915,Phillipp Mwene,https://media.api-sports.io/football/players/25915.png,90.0,2,M,6.7,False,False,0,0.0,,31.0,25,0,0,0,0,,1.0,4.0,1.0,1.0,,2.0,,,1.0,,,,,,,,
1223982,FSV Mainz 05,164,25928,Karim Onisiwo,https://media.api-sports.io/football/players/25928.png,76.0,9,F,7.2,False,False,0,0.0,,13.0,6,0,0,0,0,,,6.0,4.0,1.0,2.0,1.0,,,,,3.0,,,,,,
1223982,FSV Mainz 05,164,2906,Jae-sung Lee,https://media.api-sports.io/football/players/2906.png,90.0,7,F,6.3,False,False,0,0.0,,26.0,21,0,0,0,0,,1.0,11.0,5.0,3.0,,2.0,,,,,1.0,,,1.0,,1.0,
1223982,FSV Mainz 05,164,25926,Jonathan Burkardt,https://media.api-sports.io/football/players/25926.png,90.0,29,F,6.2,True,False,0,0.0,,17.0,11,0,0,0,0,,,17.0,7.0,4.0,2.0,1.0,,,2.0,,2.0,,,,2.0,,
1223982,FSV Mainz 05,164,25907,Stefan Bell,https://media.api-sports.io/football/players/25907.png,59.0,16,D,6.9,False,True,0,0.0,,39.0,33,0,0,0,0,,1.0,10.0,5.0,,,,,1.0,2.0,,2.0,1.0,,1.0,,,
1223982,FSV Mainz 05,164,280339,Armindo Sieb,https://media.api-sports.io/football/players/280339.png,14.0,11,F,6.9,False,True,0,0.0,,2.0,2,0,0,0,0,,,2.0,1.0,,,,,,,,2.0,1.0,,,,,
1223982,FSV Mainz 05,164,202736,Paul Nebel,https://media.api-sports.io/football/players/202736.png,13.0,8,M,6.7,False,True,0,0.0,,4.0,4,0,0,0,0,,,1.0,1.0,,1.0,,,,,,,,,,,,
1223982,FSV Mainz 05,164,342177,Nelson Weiper,https://media.api-sports.io/football/players/342177.png,12.0,44,F,6.6,False,True,0,0.0,,2.0,1,0,0,0,0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,
1223982,FSV Mainz 05,164,180553,Lasse Finn Rieß,https://media.api-sports.io/football/players/180553.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,FSV Mainz 05,164,25455,Aymen Barkok,https://media.api-sports.io/football/players/25455.png,,4,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,FSV Mainz 05,164,25307,Marco Richter,https://media.api-sports.io/football/players/25307.png,,10,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,FSV Mainz 05,164,283753,Nikolas Veratschnig,https://media.api-sports.io/football/players/283753.png,,22,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,FSV Mainz 05,164,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,,21,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,Union Berlin,182,1798,Frederik Rønnow,https://media.api-sports.io/football/players/1798.png,90.0,1,G,7.2,False,False,1,0.0,3.0,31.0,21,0,0,0,0,0.0,,2.0,2.0,,1.0,,,,,,,,,,,,
1223982,Union Berlin,182,37117,Danilho Doekhi,https://media.api-sports.io/football/players/37117.png,90.0,5,D,6.9,False,False,0,0.0,,28.0,21,1,0,0,0,,2.0,11.0,3.0,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,
1223982,Union Berlin,182,713,Kevin Vogt,https://media.api-sports.io/football/players/713.png,83.0,2,D,6.7,False,False,0,0.0,,43.0,35,0,0,0,0,,1.0,4.0,3.0,,,,,,,,,,,,,,
1223982,Union Berlin,182,376,Diogo Leite,https://media.api-sports.io/football/players/376.png,90.0,4,D,6.6,False,False,0,0.0,,46.0,30,0,0,0,0,,4.0,9.0,8.0,,3.0,,,,,,,,,1.0,,,
