fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,tackles_total,dribbles_past,goals_total,penalty_won,penalty_commited
2517,Bayern Munich,157,521,Robert Lewandowski,https://media.api-sports.io/football/players/521.png,90,9,F,7.5,False,False,5,1,,,12,2,70%,0,1,5,2,0,0,1,0,0,0,1,0,,,,,1.0,,
2517,Bayern Munich,157,516,Arjen Robben,https://media.api-sports.io/football/players/516.png,45,10,M,7.4,False,True,3,1,,,6,0,50%,0,0,2,2,0,0,1,0,0,0,0,0,,,1.0,,1.0,,
2517,Bayern Munich,157,517,James Rodríguez,https://media.api-sports.io/football/players/517.png,7,11,M,6.5,False,True,1,1,,,5,1,100%,0,0,3,1,0,0,1,0,0,0,0,0,,,,,,,
2517,Bayern Munich,157,511,Leon Goretzka,https://media.api-sports.io/football/players/511.png,23,18,M,6.6,False,True,1,0,,,8,0,100%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2517,1899 Hoffenheim,167,702,Oliver Baumann,https://media.api-sports.io/football/players/702.png,90,1,G,5.8,False,False,0,0,3.0,2.0,16,0,64%,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2517,1899 Hoffenheim,167,705,Ermin Bičakčić,https://media.api-sports.io/football/players/705.png,90,4,D,6.5,False,False,0,0,,,27,1,84%,2,3,6,3,0,0,0,1,0,0,0,0,,1.0,2.0,1.0,,,
2517,1899 Hoffenheim,167,713,Kevin Vogt,https://media.api-sports.io/football/players/713.png,74,22,D,6.5,True,False,0,0,,,19,0,90%,0,2,5,2,0,0,0,1,0,0,0,0,,,1.0,1.0,,,
2517,1899 Hoffenheim,167,710,Kasim Adams,https://media.api-sports.io/football/players/710.png,67,15,D,6.5,False,False,0,0,,,22,0,81%,1,2,11,4,1,0,0,4,1,0,0,0,,,1.0,1.0,,,
2517,1899 Hoffenheim,167,709,Pavel Kadeřábek,https://media.api-sports.io/football/players/709.png,90,3,M,6.4,False,False,0,0,,,18,2,60%,1,1,7,3,0,0,0,1,1,0,0,0,,,,1.0,,,
2517,1899 Hoffenheim,167,716,Leonardo Bittencourt,https://media.api-sports.io/football/players/716.png,90,13,M,6.6,False,False,1,1,,,15,0,68%,0,1,6,5,1,1,2,1,1,0,0,0,,,1.0,,,,
2517,1899 Hoffenheim,167,719,Florian Grillitsch,https://media.api-sports.io/football/players/719.png,90,11,M,6.9,False,False,2,1,,,27,0,77%,0,2,7,4,1,1,0,1,0,0,0,0,,,2.0,2.0,,,
2517,1899 Hoffenheim,167,26248,Vincenzo Grifo,https://media.api-sports.io/football/players/26248.png,45,32,M,6.5,False,False,0,0,,,8,0,80%,0,1,3,1,0,0,0,2,0,0,0,0,,,1.0,,,,
2517,1899 Hoffenheim,167,721,Nico Schulz,https://media.api-sports.io/football/players/721.png,90,16,M,6.6,False,False,1,1,,,16,2,72%,0,0,7,2,0,0,0,2,1,0,0,0,,,1.0,1.0,,,
2517,1899 Hoffenheim,167,723,Joelinton,https://media.api-sports.io/football/players/723.png,90,34,F,6.0,False,False,2,0,,,12,0,85%,1,0,14,3,2,1,0,4,0,0,0,0,,,,,,,
2517,1899 Hoffenheim,167,729,Ádám Szalai,https://media.api-sports.io/football/players/729.png,90,28,F,7.1,False,False,1,1,,,11,1,64%,0,0,10,4,1,1,0,2,0,0,0,0,,,,,1.0,,
2517,1899 Hoffenheim,167,19021,Håvard Nordtveit,https://media.api-sports.io/football/players/19021.png,16,6,D,4.5,False,False,0,0,,,2,0,100%,1,0,2,0,0,0,0,2,0,0,0,0,,,,,,,1.0
2517,1899 Hoffenheim,167,25366,Kevin Akpoguma,https://media.api-sports.io/football/players/25366.png,23,25,D,6.3,False,False,0,0,,,6,0,75%,0,0,1,1,0,0,0,0,0,0,0,0,,,1.0,,,,
2517,1899 Hoffenheim,167,2811,Steven Zuber,https://media.api-sports.io/football/players/2811.png,45,17,M,6.7,False,False,1,1,,,9,1,75%,0,1,3,2,0,0,1,0,0,0,0,0,,,,,,,
2518,Fortuna Dusseldorf,158,25445,Michael Rensing,https://media.api-sports.io/football/players/25445.png,90,1,G,7.0,False,False,0,0,2.0,4.0,22,0,62%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2518,Fortuna Dusseldorf,158,25463,Matthias Zimmermann,https://media.api-sports.io/football/players/25463.png,90,25,M,7.5,False,False,1,1,,,27,1,77%,0,2,9,5,2,1,0,1,1,0,0,0,,1.0,3.0,1.0,,,
2518,Fortuna Dusseldorf,158,25448,Kaan Ayhan,https://media.api-sports.io/football/players/25448.png,90,5,D,6.8,False,False,1,0,,,56,0,91%,1,1,8,4,0,0,0,2,0,0,0,0,,,,,,,
2518,Fortuna Dusseldorf,158,25453,Andre Hoffmann,https://media.api-sports.io/football/players/25453.png,90,3,D,7.5,False,False,0,0,,,54,0,93%,2,1,12,7,0,0,1,1,0,0,0,0,,,1.0,,,,
2518,Fortuna Dusseldorf,158,25452,Niko Giesselmann,https://media.api-sports.io/football/players/25452.png,90,23,D,7.1,False,False,0,0,,,48,0,81%,0,2,15,10,1,0,1,0,0,0,0,0,,,2.0,1.0,,,
2518,Fortuna Dusseldorf,158,25459,Alfredo Morales,https://media.api-sports.io/football/players/25459.png,90,6,M,6.6,False,False,0,0,,,31,1,81%,0,1,20,5,1,0,0,5,0,0,0,0,,,1.0,1.0,,,
2518,Fortuna Dusseldorf,158,25460,Marcel Sobottka,https://media.api-sports.io/football/players/25460.png,90,31,M,6.0,True,False,0,0,,,30,0,76%,0,0,15,5,0,0,2,1,0,0,0,0,,,,2.0,,,
2518,Fortuna Dusseldorf,158,25462,Jean Zimmer,https://media.api-sports.io/football/players/25462.png,90,39,M,7.4,False,False,1,1,,,17,2,63%,0,1,6,3,3,1,1,0,0,0,0,0,,,1.0,,,,
2518,Fortuna Dusseldorf,158,25461,Kevin Stöger,https://media.api-sports.io/football/players/25461.png,67,22,M,7.0,False,False,2,1,,,16,0,57%,0,1,6,4,0,0,2,0,0,0,0,0,,,1.0,,,,
2518,Fortuna Dusseldorf,158,25467,Benito Raman,https://media.api-sports.io/football/players/25467.png,79,9,M,7.1,False,False,2,2,,,11,0,55%,0,2,10,7,2,1,1,0,0,0,0,0,,,3.0,2.0,1.0,,
2518,Fortuna Dusseldorf,158,25465,Rouwen Hennings,https://media.api-sports.io/football/players/25465.png,75,28,F,6.7,False,False,0,0,,,14,1,82%,0,0,14,6,0,0,1,2,0,0,0,0,,,1.0,,,,
2518,Fortuna Dusseldorf,158,25458,Dodi Lukebakio,https://media.api-sports.io/football/players/25458.png,11,20,M,6.8,False,True,0,0,,,6,0,75%,0,0,4,3,1,1,1,0,0,0,0,0,,,,1.0,,,
2518,Fortuna Dusseldorf,158,25464,Marvin Ducksch,https://media.api-sports.io/football/players/25464.png,15,10,F,6.6,False,True,0,0,,,6,0,66%,0,0,3,2,0,0,0,0,0,0,0,0,,,1.0,,,,
2518,Fortuna Dusseldorf,158,25466,Kenan Karaman,https://media.api-sports.io/football/players/25466.png,23,11,F,6.8,False,True,1,0,,,10,0,76%,0,0,7,5,0,0,0,0,0,0,0,0,,,2.0,,,,
2518,FC Augsburg,170,25281,Fabian Giefer,https://media.api-sports.io/football/players/25281.png,90,13,G,7.0,False,False,0,0,1.0,4.0,21,0,75%,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,,
2518,FC Augsburg,170,25303,Jonathan Schmid,https://media.api-sports.io/football/players/25303.png,90,17,M,6.5,False,False,0,0,,,19,3,82%,0,0,5,1,3,1,0,2,0,0,0,0,,1.0,,,,,
2518,FC Augsburg,170,25290,Jeffrey Gouweleeuw,https://media.api-sports.io/football/players/25290.png,90,6,D,6.7,False,False,0,0,,,43,0,78%,0,2,5,2,0,0,0,1,0,0,0,0,,,,,,,
2518,FC Augsburg,170,1805,Martin Hinteregger,https://media.api-sports.io/football/players/1805.png,90,36,D,7.6,False,False,2,2,,,52,1,86%,0,1,9,4,1,0,1,1,0,0,0,0,,,1.0,,1.0,,
2518,FC Augsburg,170,25292,Philipp Max,https://media.api-sports.io/football/players/25292.png,90,31,D,6.8,False,False,1,0,,,25,1,86%,0,0,10,5,0,0,1,1,0,0,0,0,,,3.0,1.0,,,
2518,FC Augsburg,170,25300,Rani Khedira,https://media.api-sports.io/football/players/25300.png,90,8,M,7.0,False,False,0,0,,,51,1,83%,0,2,8,7,0,0,0,0,0,0,0,0,,,2.0,1.0,,,
2518,FC Augsburg,170,25296,Daniel Baier,https://media.api-sports.io/football/players/25296.png,89,10,M,6.4,True,False,0,0,,,45,1,67%,0,2,12,6,0,0,3,1,0,0,0,0,,,1.0,,,,
2518,FC Augsburg,170,25298,André Hahn,https://media.api-sports.io/football/players/25298.png,90,28,F,7.4,False,False,4,3,,,10,1,58%,0,4,22,9,7,3,0,2,0,0,0,0,,,2.0,1.0,1.0,,
2518,FC Augsburg,170,25297,Michael Gregoritsch,https://media.api-sports.io/football/players/25297.png,90,11,M,6.9,False,False,2,1,,,18,3,69%,1,2,21,10,1,0,2,1,0,0,0,0,,,2.0,,,,
2518,FC Augsburg,170,48579,Caiuby,https://media.api-sports.io/football/players/48579.png,69,30,M,6.5,False,False,1,0,,,16,0,66%,0,0,10,6,2,1,0,0,0,0,0,0,,,2.0,,,,
2518,FC Augsburg,170,25307,Marco Richter,https://media.api-sports.io/football/players/25307.png,79,23,M,7.3,False,False,4,1,,,12,1,70%,0,0,14,5,1,1,2,1,0,0,0,0,,1.0,,,,,
2518,FC Augsburg,170,25287,Kevin Danso,https://media.api-sports.io/football/players/25287.png,1,38,D,–,False,False,0,0,,,1,0,100%,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,
2518,FC Augsburg,170,2911,Dong-Won Ji,https://media.api-sports.io/football/players/2911.png,11,22,M,6.6,False,False,0,0,,,0,0,0%,0,1,5,3,3,2,1,0,0,0,0,0,,,,1.0,,,
2518,FC Augsburg,170,25301,Ja-Cheol Koo,https://media.api-sports.io/football/players/25301.png,21,19,M,6.6,False,False,0,0,,,9,1,81%,0,0,6,3,0,0,1,1,0,0,0,0,,,,,,,
2519,Hertha Berlin,159,25333,Rune Jarstein,https://media.api-sports.io/football/players/25333.png,90,22,G,8.0,False,False,0,0,0.0,3.0,21,0,60%,0,0,2,2,0,0,0,0,0,0,0,0,1.0,,,,,,
2519,Hertha Berlin,159,2916,Niklas Stark,https://media.api-sports.io/football/players/2916.png,90,5,D,7.1,False,False,1,1,,,46,0,82%,1,1,10,4,0,0,1,1,0,0,0,0,,,,2.0,,,
2519,Hertha Berlin,159,25345,Karim Rekik,https://media.api-sports.io/football/players/25345.png,90,4,D,6.8,False,False,1,0,,,62,0,95%,0,3,6,4,1,1,0,1,0,0,0,0,,,,,,,1.0
2519,Hertha Berlin,159,25346,Jordan Torunarigha,https://media.api-sports.io/football/players/25346.png,90,25,D,7.5,False,False,1,0,,,41,1,82%,0,4,15,11,1,0,0,2,0,0,0,0,,,2.0,,,,
2519,Hertha Berlin,159,25353,Valentino Lazaro,https://media.api-sports.io/football/players/25353.png,90,20,M,7.7,False,False,1,0,,,26,5,65%,0,1,9,5,3,1,2,0,0,0,0,0,,1.0,1.0,,,,
2519,Hertha Berlin,159,25355,Arne Maier,https://media.api-sports.io/football/players/25355.png,90,23,M,7.0,False,False,2,0,,,45,0,83%,1,0,10,5,2,1,1,2,0,0,0,0,,,1.0,1.0,,,
2519,Hertha Berlin,159,25349,Ondrej Duda,https://media.api-sports.io/football/players/25349.png,90,10,M,6.7,False,False,0,0,,,47,1,88%,0,1,8,2,1,0,0,2,0,0,0,0,,,,1.0,,,
2519,Hertha Berlin,159,25344,Marvin Plattenhardt,https://media.api-sports.io/football/players/25344.png,90,21,D,7.0,False,False,0,0,,,23,2,79%,0,1,6,3,2,1,2,1,1,0,0,0,,,,,,,
2519,Hertha Berlin,159,25352,Salomon Kalou,https://media.api-sports.io/football/players/25352.png,88,8,M,6.7,False,False,3,1,,,15,1,65%,0,0,12,4,4,2,1,0,0,0,0,0,,,,,,,
2519,Hertha Berlin,159,25359,Vedad Ibišević,https://media.api-sports.io/football/players/25359.png,88,19,F,7.0,True,False,1,1,,,13,0,81%,0,0,15,5,2,2,1,2,0,0,0,0,,,,,1.0,,
2519,Hertha Berlin,159,25342,Maximilian Mittelstädt,https://media.api-sports.io/football/players/25342.png,72,17,D,6.8,False,False,0,0,,,14,0,73%,0,0,11,6,2,0,1,1,0,0,0,0,,,1.0,,,,
2519,Hertha Berlin,159,25350,Marko Grujić,https://media.api-sports.io/football/players/25350.png,2,15,M,6.3,False,True,0,0,,,0,0,0%,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,
2519,Hertha Berlin,159,25357,Pálko Dárdai,https://media.api-sports.io/football/players/25357.png,2,24,F,6.5,False,True,0,0,,,1,0,33%,0,0,2,1,0,0,1,0,0,0,0,0,,,,,,,
2519,Hertha Berlin,159,25360,Dennis Jastrzembski,https://media.api-sports.io/football/players/25360.png,18,32,F,6.5,False,True,0,0,,,1,0,50%,0,1,4,1,1,1,0,3,1,0,0,0,,,,,,,
2519,FC Nurnberg,171,25597,Fabian Bredlow,https://media.api-sports.io/football/players/25597.png,90,1,G,6.8,False,False,0,0,1.0,2.0,18,0,78%,0,0,1,0,0,0,0,0,0,0,0,0,1.0,,,,,,
2519,FC Nurnberg,171,25601,Robert Bauer,https://media.api-sports.io/football/players/25601.png,89,8,D,7.2,False,False,0,0,,,34,0,87%,0,2,12,8,0,0,4,1,1,0,0,0,,,1.0,2.0,,,
2519,FC Nurnberg,171,25605,Georg Margreitter,https://media.api-sports.io/football/players/25605.png,90,33,D,6.9,False,False,0,0,,,79,0,80%,0,1,10,7,1,0,1,0,0,0,0,0,,,,,,,
2519,FC Nurnberg,171,25606,Lukas Mühl,https://media.api-sports.io/football/players/25606.png,90,28,D,7.0,False,False,0,0,,,73,1,83%,0,2,5,4,0,0,0,1,0,0,0,0,,,1.0,,,,
2519,FC Nurnberg,171,25603,Tim Leibold,https://media.api-sports.io/football/players/25603.png,90,23,D,7.1,False,False,0,0,,,29,2,72%,0,5,11,7,0,0,3,1,0,0,0,0,,,1.0,2.0,,,
2519,FC Nurnberg,171,25608,Hanno Behrens,https://media.api-sports.io/football/players/25608.png,81,18,M,7.1,True,False,2,0,,,15,1,53%,1,0,11,6,0,0,0,0,0,0,0,0,,,2.0,,,,
2519,FC Nurnberg,171,25615,Ondřej Petrák,https://media.api-sports.io/football/players/25615.png,90,31,M,6.5,False,False,0,0,,,45,0,80%,1,0,14,9,2,1,2,1,0,0,0,0,,,1.0,2.0,,,
2519,FC Nurnberg,171,25610,Alexander Fuchs,https://media.api-sports.io/football/players/25610.png,90,35,M,6.8,False,False,0,0,,,20,3,74%,1,0,5,2,0,0,1,1,1,0,0,0,,,,,,,
2519,FC Nurnberg,171,25624,Edgar Salli,https://media.api-sports.io/football/players/25624.png,67,7,M,6.2,False,False,0,0,,,9,0,100%,0,0,12,1,0,0,1,3,0,0,0,0,,,,1.0,,,
2519,FC Nurnberg,171,25619,Mikael Ishak,https://media.api-sports.io/football/players/25619.png,90,9,F,6.3,False,False,4,1,,,11,0,78%,0,0,6,4,1,1,1,0,0,0,0,1,,,1.0,,,,
2519,FC Nurnberg,171,25621,Yuya Kubo,https://media.api-sports.io/football/players/25621.png,90,14,F,6.7,False,False,3,2,,,21,0,67%,0,1,18,8,6,2,1,2,0,0,0,0,,,2.0,2.0,,,
2519,FC Nurnberg,171,25609,Patrick Erras,https://media.api-sports.io/football/players/25609.png,1,29,M,–,False,False,0,0,,,0,0,0%,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,
2519,FC Nurnberg,171,25623,Federico Palacios,https://media.api-sports.io/football/players/25623.png,23,21,F,6.6,False,False,2,0,,,9,0,69%,0,0,2,2,0,0,0,0,0,0,0,0,,,,,,,
2519,FC Nurnberg,171,25620,Törles Knöll,https://media.api-sports.io/football/players/25620.png,9,19,F,6.6,False,False,0,0,,,1,1,100%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2520,SC Freiburg,160,26234,Alexander Schwolow,https://media.api-sports.io/football/players/26234.png,90,1,G,5.9,False,False,0,0,2.0,0.0,31,0,58%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2520,SC Freiburg,160,26244,Pascal Stenzel,https://media.api-sports.io/football/players/26244.png,90,15,D,6.9,False,False,2,1,,,35,2,83%,0,3,9,3,1,1,0,1,0,0,0,0,,,,1.0,,,
2520,SC Freiburg,160,26235,Manuel Gulde,https://media.api-sports.io/football/players/26235.png,90,5,D,6.6,False,False,0,0,,,57,0,82%,0,1,6,3,0,0,1,0,0,0,0,0,,,,,,,
2520,SC Freiburg,160,26237,Dominique Heintz,https://media.api-sports.io/football/players/26237.png,90,23,D,7.1,False,False,0,0,,,46,0,80%,1,4,6,4,1,1,0,0,0,0,0,0,,,1.0,,,,
2520,SC Freiburg,160,26236,Christian Günter,https://media.api-sports.io/football/players/26236.png,90,30,D,6.6,False,False,2,0,,,19,4,61%,0,0,10,5,5,3,1,1,0,0,0,0,,,,1.0,,,
2520,SC Freiburg,160,26250,Nicolas Höfler,https://media.api-sports.io/football/players/26250.png,90,27,M,6.7,False,False,0,0,,,48,1,92%,0,4,12,6,0,0,3,1,0,0,0,0,,,,1.0,,,
2520,SC Freiburg,160,26260,Luca Waldschmidt,https://media.api-sports.io/football/players/26260.png,69,11,F,6.6,False,False,4,0,,,15,1,93%,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,
2520,SC Freiburg,160,26247,Jérôme Gondorf,https://media.api-sports.io/football/players/26247.png,90,20,M,7.2,False,False,1,0,,,24,1,66%,0,1,12,5,1,0,1,2,1,0,0,0,,,,,,,
2520,SC Freiburg,160,26246,Mike Frantz,https://media.api-sports.io/football/players/26246.png,90,8,M,6.7,True,False,3,0,,,4,2,33%,0,0,14,8,1,1,2,0,0,0,0,0,,,1.0,,,,
2520,SC Freiburg,160,26257,Florian Niederlechner,https://media.api-sports.io/football/players/26257.png,73,7,F,6.9,False,False,5,2,,,9,2,64%,0,0,6,2,1,0,1,1,0,0,0,0,,,,,,,
2520,SC Freiburg,160,26258,Nils Petersen,https://media.api-sports.io/football/players/26258.png,90,18,F,6.9,False,False,4,2,,,12,1,57%,0,1,20,11,0,0,1,0,0,0,0,0,,,1.0,1.0,,,
2520,SC Freiburg,160,26259,Marco Terrazzino,https://media.api-sports.io/football/players/26259.png,21,13,M,6.9,False,True,1,1,,,3,1,37%,0,0,5,2,1,1,1,1,0,0,0,0,,,,,,,
2520,SC Freiburg,160,26255,Lucas Höler,https://media.api-sports.io/football/players/26255.png,17,9,F,6.6,False,True,0,0,,,6,0,100%,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,
2520,Eintracht Frankfurt,169,1798,Frederik Rønnow,https://media.api-sports.io/football/players/1798.png,90,1,G,8.2,False,False,0,0,0.0,6.0,22,0,53%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2520,Eintracht Frankfurt,169,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,90,24,M,7.3,False,False,2,0,,,20,1,55%,1,0,11,8,1,1,0,1,0,0,0,0,,,1.0,,,,
2520,Eintracht Frankfurt,169,2877,Carlos Salcedo,https://media.api-sports.io/football/players/2877.png,90,13,D,7.1,False,False,0,0,,,37,0,74%,1,3,12,6,1,0,1,1,1,0,0,0,,,1.0,1.0,,,
2520,Eintracht Frankfurt,169,1807,Evan Ndicka,https://media.api-sports.io/football/players/1807.png,90,2,D,7.4,False,False,0,0,,,34,0,87%,1,1,5,3,1,1,0,0,0,0,0,0,,,,,,,
2520,Eintracht Frankfurt,169,1813,Jetro Willems,https://media.api-sports.io/football/players/1813.png,90,15,M,7.9,False,False,0,0,,,23,2,62%,2,1,7,5,0,0,2,1,0,0,0,0,,,2.0,,,,
2520,Eintracht Frankfurt,169,1825,Lucas Torró,https://media.api-sports.io/football/players/1825.png,90,16,M,6.6,False,False,0,0,,,40,1,75%,1,2,17,7,0,0,0,2,0,0,0,0,,,,1.0,,,
2520,Eintracht Frankfurt,169,1816,Gélson Fernandes,https://media.api-sports.io/football/players/1816.png,90,5,M,6.7,True,False,0,0,,,28,1,90%,0,1,7,3,0,0,0,1,0,0,0,0,,,1.0,2.0,,,
2520,Eintracht Frankfurt,169,25382,Nicolai Müller,https://media.api-sports.io/football/players/25382.png,73,27,M,6.8,False,False,2,1,,,7,0,70%,0,0,8,1,0,0,0,3,1,0,0,0,,,,,1.0,,
2520,Eintracht Frankfurt,169,1818,Mijat Gaćinović,https://media.api-sports.io/football/players/1818.png,88,11,M,6.9,False,False,3,0,,,20,0,80%,0,0,6,3,2,1,1,1,0,0,0,0,,,,1.0,,,
2520,Eintracht Frankfurt,169,1810,Taleb Tawatha,https://media.api-sports.io/football/players/1810.png,69,33,D,6.8,False,False,0,0,,,10,0,62%,0,0,5,4,1,1,1,1,0,0,0,0,,,,,,,
2520,Eintracht Frankfurt,169,1826,Sébastien Haller,https://media.api-sports.io/football/players/1826.png,90,9,F,8.2,False,False,2,1,,,23,1,71%,0,0,17,11,0,0,2,1,0,0,0,0,,1.0,,,1.0,,
2520,Eintracht Frankfurt,169,1815,Jonathan de Guzmán,https://media.api-sports.io/football/players/1815.png,17,6,M,7.3,False,False,1,0,,,5,2,83%,0,0,2,0,0,0,0,1,0,0,0,0,,1.0,,1.0,,,
2520,Eintracht Frankfurt,169,1821,Filip Kostić,https://media.api-sports.io/football/players/1821.png,21,10,M,6.6,False,False,0,0,,,4,0,57%,0,0,7,4,0,0,0,0,0,0,0,0,,,1.0,1.0,,,
2520,Eintracht Frankfurt,169,47000,Danny Blum,https://media.api-sports.io/football/players/47000.png,2,7,M,6.6,False,False,0,0,,,1,0,100%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2521,VfL Wolfsburg,161,2918,Koen Casteels,https://media.api-sports.io/football/players/2918.png,90,1,G,7.0,False,False,0,0,1.0,3.0,29,0,82%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2521,VfL Wolfsburg,161,25398,William,https://media.api-sports.io/football/players/25398.png,90,2,D,7.1,False,False,2,1,,,33,0,64%,0,6,9,5,2,2,1,1,1,0,0,0,,,2.0,1.0,,,
2521,VfL Wolfsburg,161,25403,Robin Knoche,https://media.api-sports.io/football/players/25403.png,90,31,D,7.0,False,False,0,0,,,47,0,88%,0,3,3,2,0,0,0,0,0,0,0,0,,,1.0,,,,
2521,VfL Wolfsburg,161,25397,John Brooks,https://media.api-sports.io/football/players/25397.png,90,25,D,7.4,False,False,2,2,,,51,0,86%,1,2,7,3,1,1,1,1,1,0,0,0,,,1.0,,1.0,,1.0
2521,VfL Wolfsburg,161,25404,Jérôme Roussillon,https://media.api-sports.io/football/players/25404.png,90,15,D,6.3,False,False,0,0,,,35,0,76%,0,0,9,4,5,2,1,0,0,0,0,0,,,,,,,
2521,VfL Wolfsburg,161,25410,Josuha Guilavogui,https://media.api-sports.io/football/players/25410.png,45,23,M,6.5,True,False,1,1,,,6,1,60%,0,0,6,2,0,0,0,4,1,0,0,0,,,,,,,
2521,VfL Wolfsburg,161,25409,Ignacio Camacho,https://media.api-sports.io/football/players/25409.png,90,4,M,7.8,False,False,0,0,,,34,1,81%,0,5,18,11,0,0,1,5,0,0,0,0,,,4.0,,,,
2521,VfL Wolfsburg,161,25408,Maximilian Arnold,https://media.api-sports.io/football/players/25408.png,90,27,M,7.5,False,False,1,1,,,21,3,77%,1,1,11,6,0,0,1,0,0,0,0,0,,1.0,2.0,3.0,,,
2521,VfL Wolfsburg,161,2762,Josip Brekalo,https://media.api-sports.io/football/players/2762.png,86,7,M,6.9,False,False,0,0,,,30,1,78%,0,1,4,3,2,2,1,0,0,0,0,0,,,,,,,
2521,VfL Wolfsburg,161,25416,Wout Weghorst,https://media.api-sports.io/football/players/25416.png,75,9,F,6.6,False,False,1,0,,,10,0,50%,0,0,16,7,2,1,3,0,1,0,0,0,,,1.0,1.0,,,
2521,VfL Wolfsburg,161,2809,Renato Steffen,https://media.api-sports.io/football/players/2809.png,90,8,M,6.4,False,False,1,0,,,16,0,66%,1,0,9,2,2,1,1,1,0,0,0,0,,,,3.0,,,
2521,VfL Wolfsburg,161,25400,Yannick Gerhardt,https://media.api-sports.io/football/players/25400.png,45,13,M,6.2,False,True,1,1,,,7,0,50%,0,0,7,2,0,0,0,2,1,0,0,0,,,,1.0,,,
2521,VfL Wolfsburg,161,2808,Admir Mehmedi,https://media.api-sports.io/football/players/2808.png,4,14,M,6.5,False,True,0,0,,,3,0,50%,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,
2521,VfL Wolfsburg,161,25415,Daniel Ginczek,https://media.api-sports.io/football/players/25415.png,15,33,F,7.2,False,True,1,1,,,3,0,100%,0,0,4,1,0,0,1,0,0,0,0,0,,,,,1.0,,
