fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_committed,shots_total,fouls_drawn,dribbles_past,passes_key,tackles_blocks,offsides,shots_on,goals_total,goals_saves,penalty_commited,goals_assists,penalty_won
1099022,Sassuolo,488,30517,Gianluca Pegolo,https://media.api-sports.io/football/players/30517.png,,25.0,G,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099022,Sassuolo,488,30546,Alessio Cragno,https://media.api-sports.io/football/players/30546.png,,28.0,G,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099022,Sassuolo,488,342056,Kevin Miranda,https://media.api-sports.io/football/players/342056.png,,16.0,D,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099022,Sassuolo,488,59513,Yeferson Paz,https://media.api-sports.io/football/players/59513.png,,29.0,D,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099022,Sassuolo,488,343562,Luca Lipani,https://media.api-sports.io/football/players/343562.png,,35.0,M,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,56459,Wladimiro Falcone,https://media.api-sports.io/football/players/56459.png,90.0,30.0,G,7.5,False,False,0,18.0,11,0,0,0,0,0.0,,,,,,,,,,,,,,,,3.0,,,
1099023,Lecce,867,127631,Valentin Gendrey,https://media.api-sports.io/football/players/127631.png,90.0,17.0,D,7.3,False,False,0,55.0,46,0,0,0,0,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,
1099023,Lecce,867,1084,Marin Pongračić,https://media.api-sports.io/football/players/1084.png,90.0,5.0,D,7.7,False,False,0,40.0,36,0,0,0,0,,2.0,1.0,7.0,4.0,1.0,1.0,3.0,,,,2.0,1.0,,,,,,,
1099023,Lecce,867,127035,Federico Baschirotto,https://media.api-sports.io/football/players/127035.png,90.0,6.0,D,7.2,False,False,0,45.0,36,1,0,0,0,,1.0,2.0,12.0,6.0,,,3.0,,1.0,,,,,,,,,,
1099023,Lecce,867,31543,Antonino Gallo,https://media.api-sports.io/football/players/31543.png,15.0,25.0,D,6.7,False,False,0,6.0,3,0,0,0,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1099023,Lecce,867,136016,Hamza Rafia,https://media.api-sports.io/football/players/136016.png,74.0,8.0,M,7,False,False,0,34.0,31,0,0,0,0,,1.0,,9.0,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,
1099023,Lecce,867,15673,Ylber Ramadani,https://media.api-sports.io/football/players/15673.png,90.0,20.0,M,8.3,False,False,0,44.0,39,0,0,0,0,,5.0,2.0,15.0,11.0,2.0,2.0,,,3.0,2.0,4.0,,,,,,,,
1099023,Lecce,867,344335,Joan González,https://media.api-sports.io/football/players/344335.png,90.0,16.0,M,7.9,False,False,0,49.0,42,0,0,0,0,,2.0,,11.0,4.0,1.0,1.0,2.0,2.0,,3.0,5.0,,,1.0,,,,,
1099023,Lecce,867,48193,Pontus Almqvist,https://media.api-sports.io/football/players/48193.png,83.0,7.0,F,7.3,False,False,0,23.0,21,0,0,0,0,,1.0,,7.0,3.0,2.0,,2.0,4.0,2.0,1.0,,,,2.0,1.0,,,,
