fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_past,fouls_committed,shots_total,tackles_blocks,fouls_drawn,dribbles_attempts,dribbles_success,shots_on,goals_total,goals_assists,passes_key,penalty_won,penalty_commited,offsides
587183,Werder Bremen,162,2821,Miloš Veljković,https://media.api-sports.io/football/players/2821.png,,13,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Werder Bremen,162,25322,Jean-Manuel Mbom,https://media.api-sports.io/football/players/25322.png,,34,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Werder Bremen,162,25609,Patrick Erras,https://media.api-sports.io/football/players/25609.png,,29,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Werder Bremen,162,716,Leonardo Bittencourt,https://media.api-sports.io/football/players/716.png,45.0,10,M,6.5,False,True,0,,18.0,14,0,0,0,0,,,,12.0,5.0,3.0,,3.0,,3.0,2.0,2.0,2.0,,,1.0,,,
587183,Werder Bremen,162,25326,Johannes Eggestein,https://media.api-sports.io/football/players/25326.png,,24,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Werder Bremen,162,25391,Niclas Füllkrug,https://media.api-sports.io/football/players/25391.png,27.0,11,F,7,False,True,0,,10.0,5,0,0,0,0,,,,8.0,4.0,,,3.0,,,,,1.0,,,1.0,,,
587183,Werder Bremen,162,158054,Nick Woltemade,https://media.api-sports.io/football/players/158054.png,27.0,41,F,6.7,False,True,0,,10.0,6,0,0,0,0,,2.0,,9.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,
587183,Hertha Berlin,159,26234,Alexander Schwolow,https://media.api-sports.io/football/players/26234.png,90.0,1,G,7.7,False,False,1,5.0,44.0,33,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587183,Hertha Berlin,159,25343,Peter Pekarík,https://media.api-sports.io/football/players/25343.png,81.0,2,D,8.2,False,False,0,,41.0,34,0,0,0,0,,2.0,5.0,7.0,5.0,,,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,
587183,Hertha Berlin,159,1108,Dedryck Boyata,https://media.api-sports.io/football/players/1108.png,90.0,20,D,6.9,False,False,0,,58.0,52,0,0,0,0,,1.0,3.0,9.0,5.0,,1.0,1.0,,,1.0,1.0,,,,,,,
587183,Hertha Berlin,159,25346,Jordan Torunarigha,https://media.api-sports.io/football/players/25346.png,90.0,25,D,7.2,False,False,0,,50.0,46,0,0,0,0,,1.0,1.0,7.0,4.0,1.0,1.0,,,,,,,,,1.0,,,
587183,Hertha Berlin,159,25342,Maximilian Mittelstädt,https://media.api-sports.io/football/players/25342.png,90.0,17,D,7.7,False,False,0,,43.0,32,0,0,0,0,,3.0,2.0,11.0,7.0,2.0,,,,,1.0,1.0,,,1.0,3.0,,,
587183,Hertha Berlin,159,25348,Vladimír Darida,https://media.api-sports.io/football/players/25348.png,90.0,6,M,7.9,False,False,0,,47.0,32,0,0,0,0,,1.0,3.0,11.0,5.0,2.0,1.0,,,2.0,2.0,1.0,,,2.0,3.0,,,
587183,Hertha Berlin,159,2916,Niklas Stark,https://media.api-sports.io/football/players/2916.png,81.0,5,M,6.6,True,False,0,,28.0,21,0,0,0,0,,2.0,3.0,14.0,6.0,2.0,4.0,,,1.0,,,,,,,,,
587183,Hertha Berlin,159,664,Lucas Tousart,https://media.api-sports.io/football/players/664.png,90.0,29,M,7.2,False,False,0,,36.0,29,0,0,0,0,,2.0,3.0,12.0,7.0,,1.0,1.0,,,,,,,,,,,
587183,Hertha Berlin,159,1165,Matheus Cunha,https://media.api-sports.io/football/players/1165.png,90.0,10,M,8,False,False,0,,30.0,21,0,0,0,0,,3.0,4.0,22.0,13.0,1.0,2.0,3.0,,3.0,8.0,5.0,2.0,1.0,,1.0,,,
587183,Hertha Berlin,159,1651,Krzysztof Piątek,https://media.api-sports.io/football/players/1651.png,61.0,9,F,6.7,False,False,0,,10.0,8,0,0,0,0,,,,10.0,3.0,,5.0,1.0,,,2.0,1.0,,,,,,,
587183,Hertha Berlin,159,25458,Dodi Lukebakio,https://media.api-sports.io/football/players/25458.png,81.0,11,F,7.9,False,False,0,,28.0,19,0,0,0,0,,,1.0,6.0,4.0,,,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,,,
587183,Hertha Berlin,159,25333,Rune Jarstein,https://media.api-sports.io/football/players/25333.png,,22,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Hertha Berlin,159,25344,Marvin Plattenhardt,https://media.api-sports.io/football/players/25344.png,,21,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Hertha Berlin,159,38120,Deyovaisio Zeefuik,https://media.api-sports.io/football/players/38120.png,9.0,42,D,6.7,False,True,0,,4.0,3,0,0,0,0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
587183,Hertha Berlin,159,25345,Karim Rekik,https://media.api-sports.io/football/players/25345.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Hertha Berlin,159,25355,Arne Maier,https://media.api-sports.io/football/players/25355.png,9.0,23,M,6.9,False,True,0,,3.0,3,0,0,0,0,,1.0,,3.0,1.0,1.0,,,,,,,,,,1.0,,,
587183,Hertha Berlin,159,2751,Mathew Leckie,https://media.api-sports.io/football/players/2751.png,9.0,7,M,7.3,False,True,0,,2.0,1,0,0,0,0,,,,2.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,
587183,Hertha Berlin,159,119686,Daishawn Redan,https://media.api-sports.io/football/players/119686.png,,33,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587183,Hertha Berlin,159,24810,Jhon Córdoba,https://media.api-sports.io/football/players/24810.png,29.0,15,F,7.2,False,True,0,,7.0,7,0,0,0,0,,,,7.0,3.0,,1.0,4.0,,1.0,1.0,,2.0,1.0,,,,,
587183,Hertha Berlin,159,162771,Jessic Ngankam,https://media.api-sports.io/football/players/162771.png,,27,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,1800,Kevin Trapp,https://media.api-sports.io/football/players/1800.png,90.0,1,G,6.7,False,False,1,3.0,32.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,1802,David Abraham,https://media.api-sports.io/football/players/1802.png,90.0,19,D,7.3,True,False,0,,54.0,46,0,0,0,0,,3.0,1.0,6.0,6.0,,,,1.0,,,,,,,,,,
587180,Eintracht Frankfurt,169,1819,Makoto Hasebe,https://media.api-sports.io/football/players/1819.png,90.0,20,D,7.5,False,False,0,,87.0,79,0,0,0,0,,3.0,2.0,11.0,8.0,,,,,4.0,,,,,,,,,
587180,Eintracht Frankfurt,169,1805,Martin Hinteregger,https://media.api-sports.io/football/players/1805.png,90.0,13,D,7,False,False,0,,58.0,42,0,0,0,0,,6.0,3.0,13.0,10.0,3.0,,2.0,,2.0,,,,,,,,,
587180,Eintracht Frankfurt,169,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,45.0,24,M,6.6,False,False,0,,13.0,9,0,0,0,0,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,
587180,Eintracht Frankfurt,169,979,Dominik Kohr,https://media.api-sports.io/football/players/979.png,45.0,28,M,7,False,False,0,,37.0,31,0,0,0,0,,,2.0,6.0,3.0,,3.0,1.0,,,2.0,2.0,,,,,,,
587180,Eintracht Frankfurt,169,1822,Sebastian Rode,https://media.api-sports.io/football/players/1822.png,76.0,17,M,6.9,False,False,0,,58.0,52,0,0,0,0,,1.0,1.0,9.0,3.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,
587180,Eintracht Frankfurt,169,1821,Filip Kostić,https://media.api-sports.io/football/players/1821.png,90.0,10,M,6.3,False,False,0,,45.0,27,0,0,0,0,,1.0,,8.0,2.0,2.0,,,,1.0,,,,,,4.0,,,
587180,Eintracht Frankfurt,169,2601,Daichi Kamada,https://media.api-sports.io/football/players/2601.png,88.0,15,F,7,False,False,0,,33.0,21,0,0,0,0,,2.0,1.0,10.0,3.0,1.0,3.0,1.0,,,2.0,1.0,,,,3.0,,,
587180,Eintracht Frankfurt,169,1497,Bas Dost,https://media.api-sports.io/football/players/1497.png,90.0,9,F,7.7,False,False,0,,29.0,19,1,0,0,0,,,,18.0,7.0,,3.0,1.0,,1.0,,,1.0,,1.0,2.0,,,
587180,Eintracht Frankfurt,169,2063,André Silva,https://media.api-sports.io/football/players/2063.png,90.0,33,F,6.6,False,False,0,,17.0,15,0,0,0,0,,,,11.0,3.0,,,2.0,,,4.0,2.0,2.0,1.0,,,,,
587180,Eintracht Frankfurt,169,1798,Frederik Rønnow,https://media.api-sports.io/football/players/1798.png,,32,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,1811,Almamy Touré,https://media.api-sports.io/football/players/1811.png,,18,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,1809,Tuta,https://media.api-sports.io/football/players/1809.png,,35,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,25455,Aymen Barkok,https://media.api-sports.io/football/players/25455.png,45.0,27,M,7,False,True,0,,26.0,23,1,0,0,0,,1.0,,8.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,3.0,,,
587180,Eintracht Frankfurt,169,1803,Timothy Chandler,https://media.api-sports.io/football/players/1803.png,2.0,22,M,,False,True,0,,3.0,2,0,0,0,0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
587180,Eintracht Frankfurt,169,1154,Stefan Ilsanker,https://media.api-sports.io/football/players/1154.png,14.0,3,M,6.9,False,True,0,,19.0,15,0,0,0,0,,,,2.0,2.0,,,1.0,,1.0,,,1.0,,,,,,
587180,Eintracht Frankfurt,169,957,Djibril Sow,https://media.api-sports.io/football/players/957.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Eintracht Frankfurt,169,2811,Steven Zuber,https://media.api-sports.io/football/players/2811.png,45.0,11,M,7.3,False,True,0,,22.0,18,0,0,0,0,,2.0,1.0,6.0,4.0,,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,,
587180,Arminia Bielefeld,188,25004,Stefan Ortega,https://media.api-sports.io/football/players/25004.png,90.0,1,G,6.9,False,False,1,5.0,46.0,25,0,0,0,0,0.0,,,1.0,,1.0,,,,,,,,,,1.0,,,
587180,Arminia Bielefeld,188,8579,Nathan De Medina,https://media.api-sports.io/football/players/8579.png,13.0,15,D,6.7,False,False,0,,4.0,1,1,0,0,0,,2.0,,5.0,3.0,1.0,1.0,,,,,,,,,,,,
587180,Arminia Bielefeld,188,25011,Amos Pieper,https://media.api-sports.io/football/players/25011.png,90.0,2,D,7.3,False,False,0,,33.0,24,0,0,0,0,,5.0,2.0,10.0,8.0,,,,,,,,,,,,,,
587180,Arminia Bielefeld,188,19322,Mike Van der Hoorn,https://media.api-sports.io/football/players/19322.png,90.0,6,D,7.3,False,False,0,,38.0,32,0,0,0,0,,1.0,3.0,8.0,6.0,,,,,1.0,,,,,,,,,
587180,Arminia Bielefeld,188,25010,Anderson-Lenda Lucoqu,https://media.api-sports.io/football/players/25010.png,73.0,23,D,6.9,False,False,0,,19.0,10,0,0,0,0,,1.0,3.0,7.0,4.0,,,1.0,,3.0,,,,,,,,,
587180,Arminia Bielefeld,188,25016,Manuel Prietl,https://media.api-sports.io/football/players/25016.png,90.0,19,M,7.2,False,False,0,,33.0,29,0,0,0,0,,2.0,3.0,6.0,3.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,
587180,Arminia Bielefeld,188,25595,Cebio Soukou,https://media.api-sports.io/football/players/25595.png,73.0,17,M,6.2,False,False,0,,14.0,11,0,0,0,0,,1.0,,11.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,,,,,
587180,Arminia Bielefeld,188,2598,Ritsu Doan,https://media.api-sports.io/football/players/2598.png,73.0,8,M,7.2,False,False,0,,17.0,13,0,0,0,0,,1.0,4.0,15.0,9.0,,3.0,1.0,,5.0,3.0,3.0,,,,1.0,,,
587180,Arminia Bielefeld,188,24850,Marcel Hartel,https://media.api-sports.io/football/players/24850.png,90.0,30,M,7.2,False,False,0,,25.0,19,0,0,0,0,,2.0,4.0,10.0,6.0,2.0,,,,2.0,2.0,2.0,,,,1.0,,,
587180,Arminia Bielefeld,188,2457,Sergio Córdova,https://media.api-sports.io/football/players/2457.png,81.0,18,M,7.3,False,False,0,,25.0,17,0,0,0,0,,,2.0,12.0,5.0,1.0,1.0,1.0,,2.0,,,,,1.0,2.0,,,
587180,Arminia Bielefeld,188,25025,Fabian Klos,https://media.api-sports.io/football/players/25025.png,90.0,9,F,6.3,True,False,0,,21.0,12,0,0,0,0,,,,9.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,
587180,Arminia Bielefeld,188,48135,Oscar Linnér,https://media.api-sports.io/football/players/48135.png,,34,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Arminia Bielefeld,188,25499,Fabian Kunze,https://media.api-sports.io/football/players/25499.png,17.0,16,M,6.9,False,True,0,,9.0,6,0,0,0,0,,2.0,,7.0,4.0,,1.0,,,,1.0,1.0,,,,1.0,,,
587180,Arminia Bielefeld,188,25007,Cedric Brunner,https://media.api-sports.io/football/players/25007.png,77.0,27,D,7.2,False,True,0,,27.0,21,1,0,0,0,,2.0,3.0,5.0,3.0,,2.0,,,,1.0,1.0,,,,1.0,,,
587180,Arminia Bielefeld,188,48065,Joakim Nilsson,https://media.api-sports.io/football/players/48065.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Arminia Bielefeld,188,25018,Nils Seufert,https://media.api-sports.io/football/players/25018.png,,20,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Arminia Bielefeld,188,125681,Jomaine Consbruch,https://media.api-sports.io/football/players/125681.png,,38,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587180,Arminia Bielefeld,188,15848,Jacob Laursen,https://media.api-sports.io/football/players/15848.png,17.0,5,D,6.7,False,True,0,,6.0,4,0,0,0,0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,
587180,Arminia Bielefeld,188,25029,Sven Schipplock,https://media.api-sports.io/football/players/25029.png,9.0,36,F,6.6,False,True,0,,5.0,1,0,0,0,0,,,,2.0,,1.0,1.0,2.0,,,,,1.0,,,,,,
587180,Arminia Bielefeld,188,7682,Christian Gebauer,https://media.api-sports.io/football/players/7682.png,17.0,7,M,6.7,False,True,0,,9.0,6,0,0,0,0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
587184,VfB Stuttgart,172,25282,Gregor Kobel,https://media.api-sports.io/football/players/25282.png,90.0,1,G,6,False,False,3,2.0,35.0,33,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587184,VfB Stuttgart,172,25368,Waldemar Anton,https://media.api-sports.io/football/players/25368.png,90.0,2,D,7.2,False,False,0,,105.0,88,0,0,0,0,,,1.0,5.0,3.0,,,,1.0,3.0,,,,,,2.0,,,
